elev,shp,rie,elb,time,date
37.89,47.49,666.0,12.16,66843.709,2023-11-05
28.13,38.82,666.0,18.54,66843.744,2023-11-05
21.18,25.18,666.0,24.44,66843.776,2023-11-05
17.56,13.9,666.0,23.27,66843.808,2023-11-05
15.88,5.15,666.0,18.29,66843.842,2023-11-05
14.63,-6.05,666.0,13.91,66843.876,2023-11-05
14.13,-15.63,666.0,9.71,66843.909,2023-11-05
14.3,-28.11,666.0,6.57,66843.939,2023-11-05
14.79,-36.23,666.0,5.78,66843.973,2023-11-05
15.19,-41.51,666.0,3.36,66844.009,2023-11-05
15.88,-48.04,666.0,2.66,66844.047,2023-11-05
16.4,-51.87,666.0,1.0,66844.074,2023-11-05
16.81,-54.43,666.0,0.58,66844.109,2023-11-05
17.13,-56.07,666.0,2.72,66844.138,2023-11-05
17.33,-56.92,666.0,3.42,66844.171,2023-11-05
17.46,-57.43,666.0,1.58,66844.206,2023-11-05
17.38,-57.49,666.0,7.56,66844.239,2023-11-05
16.39,-55.63,666.0,12.3,66844.273,2023-11-05
14.08,-50.17,666.0,15.96,66844.308,2023-11-05
10.26,-32.25,666.0,14.81,66844.347,2023-11-05
8.47,-5.57,666.0,16.55,66844.372,2023-11-05
8.75,20.9,666.0,17.68,66844.405,2023-11-05
11.44,44.94,666.0,19.58,66844.439,2023-11-05
15.36,56.99,666.0,22.33,66844.476,2023-11-05
23.33,68.22,666.0,18.47,66844.511,2023-11-05
33.34,74.13,666.0,13.1,66844.541,2023-11-05
44.08,77.66,666.0,8.35,66844.576,2023-11-05
54.22,78.5,666.0,6.09,66844.608,2023-11-05
59.82,78.56,666.0,11.49,66844.65,2023-11-05
62.49,78.37,666.0,28.93,66844.671,2023-11-05
64.18,77.96,5.42,33.03,66844.708,2023-11-05
63.67,84.78,20.53,35.48,66844.743,2023-11-05
64.1,86.6,24.93,37.69,66844.774,2023-11-05
67.14,86.89,28.55,36.19,66844.807,2023-11-05
72.45,86.44,31.76,32.6,66844.841,2023-11-05
80.73,85.36,15.28,52.91,66844.873,2023-11-05
109.88,82.39,666.0,22.0,66844.906,2023-11-05
104.77,82.29,5.65,45.1,66844.94,2023-11-05
128.28,75.83,666.0,16.53,66844.975,2023-11-05
138.13,72.8,666.0,10.83,66845.007,2023-11-05
144.27,72.01,666.0,11.66,66845.042,2023-11-05
146.66,71.66,666.0,13.48,66845.075,2023-11-05
149.52,69.52,666.0,20.04,66845.111,2023-11-05
153.16,70.26,666.0,21.45,66845.138,2023-11-05
156.19,70.47,666.0,23.28,66845.173,2023-11-05
159.7,70.21,666.0,24.7,66845.205,2023-11-05
162.82,69.61,666.0,23.67,66845.242,2023-11-05
165.1,69.48,666.0,26.22,66845.274,2023-11-05
164.57,99.71,666.0,26.63,66845.305,2023-11-05
165.92,103.68,666.0,27.93,66845.338,2023-11-05
175.02,77.92,666.0,21.88,66845.375,2023-11-05
169.79,120.09,666.0,25.05,66845.414,2023-11-05
178.83,85.67,666.0,19.6,66845.437,2023-11-05
179.57,72.2,666.0,19.25,66845.473,2023-11-05
172.65,134.56,666.0,19.99,66845.505,2023-11-05
177.83,-68.3,666.0,14.63,66845.541,2023-11-05
177.77,-60.23,666.0,9.16,66845.583,2023-11-05
178.21,-34.49,666.0,6.64,66845.606,2023-11-05
177.68,32.49,666.0,6.37,66845.64,2023-11-05
172.18,68.66,666.0,10.65,66845.675,2023-11-05
168.43,73.44,666.0,8.66,66845.718,2023-11-05
164.85,75.46,666.0,7.88,66845.738,2023-11-05
157.79,75.87,666.0,12.15,66845.774,2023-11-05
153.82,75.82,666.0,10.65,66845.811,2023-11-05
147.86,86.96,666.0,10.84,66845.839,2023-11-05
141.06,75.66,666.0,11.84,66845.873,2023-11-05
130.63,76.28,666.0,18.67,66845.908,2023-11-05
125.89,76.07,666.0,14.76,66845.942,2023-11-05
119.26,76.34,666.0,16.99,66845.975,2023-11-05
111.98,75.43,666.0,18.02,66846.008,2023-11-05
108.39,75.83,666.0,12.59,66846.038,2023-11-05
104.1,77.14,666.0,6.27,66846.073,2023-11-05
97.69,77.99,666.0,6.39,66846.112,2023-11-05
96.71,77.89,666.0,5.31,66846.137,2023-11-05
82.23,83.63,666.0,22.02,66846.183,2023-11-05
70.33,87.24,21.15,37.18,66846.208,2023-11-05
65.15,87.7,20.45,42.54,66846.242,2023-11-05
72.78,67.39,666.0,12.83,66846.276,2023-11-05
61.84,64.43,666.0,12.04,66846.308,2023-11-05
54.47,55.38,666.0,18.97,66846.34,2023-11-05
47.05,50.18,666.0,20.02,66846.375,2023-11-05
35.88,44.73,666.0,17.13,66846.404,2023-11-05
26.49,38.24,666.0,16.18,66846.443,2023-11-05
21.73,32.53,666.0,12.24,66846.481,2023-11-05
18.57,26.03,666.0,8.64,66846.504,2023-11-05
14.26,6.34,666.0,9.19,66846.539,2023-11-05
13.29,-10.95,666.0,7.04,66846.576,2023-11-05
13.49,-23.78,666.0,4.82,66846.609,2023-11-05
15.09,-38.24,666.0,2.31,66846.64,2023-11-05
17.79,-50.38,666.0,3.56,66846.67,2023-11-05
19.57,-55.94,666.0,5.13,66846.707,2023-11-05
21.42,-60.32,666.0,5.34,66846.74,2023-11-05
22.7,-62.65,666.0,6.72,66846.781,2023-11-05
23.41,-63.71,666.0,7.52,66846.809,2023-11-05
24.03,-64.4,666.0,8.9,66846.843,2023-11-05
24.05,-64.42,666.0,9.84,66846.878,2023-11-05
23.09,-63.58,666.0,14.88,66846.905,2023-11-05
20.87,-61.18,666.0,16.18,66846.942,2023-11-05
17.62,-56.26,666.0,13.78,66846.974,2023-11-05
14.41,-49.57,666.0,16.86,66847.008,2023-11-05
10.84,-37.15,666.0,18.59,66847.04,2023-11-05
7.82,-5.71,666.0,15.41,66847.071,2023-11-05
8.12,30.86,666.0,12.76,66847.107,2023-11-05
10.9,54.77,666.0,14.69,66847.139,2023-11-05
14.47,66.04,666.0,17.8,66847.176,2023-11-05
21.15,75.56,666.0,15.69,66847.204,2023-11-05
31.1,80.65,666.0,8.77,66847.242,2023-11-05
35.86,81.29,666.0,13.58,66847.272,2023-11-05
38.79,81.08,666.0,22.28,66847.305,2023-11-05
48.42,81.39,666.0,17.42,66847.342,2023-11-05
58.46,81.29,666.0,8.21,66847.374,2023-11-05
69.45,80.74,666.0,7.72,66847.406,2023-11-05
70.89,81.86,666.0,10.06,66847.442,2023-11-05
67.4,83.39,666.0,8.9,66847.473,2023-11-05
62.77,83.51,666.0,6.96,66847.506,2023-11-05
60.32,82.77,666.0,6.19,66847.545,2023-11-05
35.9,89.0,27.48,30.02,66847.572,2023-11-05
25.61,95.3,25.17,42.42,66847.605,2023-11-05
21.83,99.17,24.59,46.95,66847.643,2023-11-05
22.21,96.94,24.27,44.33,66847.677,2023-11-05
22.37,95.68,24.29,43.46,66847.704,2023-11-05
129.42,72.91,666.0,7.98,66847.742,2023-11-05
136.12,71.41,666.0,11.05,66847.775,2023-11-05
142.73,69.16,666.0,13.92,66847.807,2023-11-05
148.03,68.21,666.0,14.25,66847.849,2023-11-05
151.36,67.35,666.0,15.92,66847.876,2023-11-05
155.1,66.65,666.0,16.85,66847.908,2023-11-05
159.35,63.89,666.0,17.79,66847.941,2023-11-05
161.95,61.35,666.0,21.63,66847.976,2023-11-05
164.35,57.99,666.0,21.88,66848.004,2023-11-05
165.83,56.25,666.0,25.4,66848.039,2023-11-05
167.3,56.75,666.0,26.07,66848.073,2023-11-05
165.45,95.34,666.0,25.24,66848.109,2023-11-05
171.92,49.44,666.0,23.38,66848.147,2023-11-05
169.26,103.48,666.0,22.74,66848.172,2023-11-05
173.8,42.09,666.0,22.63,66848.214,2023-11-05
170.46,108.61,666.0,22.63,66848.238,2023-11-05
174.68,36.0,666.0,22.34,66848.275,2023-11-05
174.79,36.49,666.0,17.88,66848.31,2023-11-05
174.03,47.79,666.0,13.18,66848.34,2023-11-05
172.87,56.87,666.0,9.32,66848.376,2023-11-05
170.86,65.39,666.0,7.19,66848.406,2023-11-05
167.58,72.48,666.0,6.91,66848.441,2023-11-05
160.81,79.89,666.0,7.29,66848.476,2023-11-05
153.58,81.68,666.0,11.49,66848.509,2023-11-05
148.07,81.89,666.0,11.48,66848.54,2023-11-05
141.84,81.18,666.0,10.72,66848.573,2023-11-05
134.15,79.74,666.0,12.55,66848.614,2023-11-05
127.88,78.32,666.0,11.34,66848.641,2023-11-05
119.02,77.12,666.0,15.04,66848.674,2023-11-05
112.99,75.16,666.0,13.93,66848.706,2023-11-05
107.68,72.66,666.0,13.86,66848.739,2023-11-05
101.34,70.35,666.0,14.4,66848.774,2023-11-05
96.83,69.54,666.0,11.3,66848.808,2023-11-05
96.76,68.6,666.0,9.79,66848.839,2023-11-05
97.29,67.27,666.0,9.09,66848.879,2023-11-05
97.34,66.44,666.0,18.1,66848.913,2023-11-05
94.78,64.71,666.0,24.95,66848.943,2023-11-05
82.09,54.79,666.0,29.41,66848.977,2023-11-05
66.03,48.05,666.0,28.2,66849.016,2023-11-05
47.94,38.5,-48.01,33.16,66849.041,2023-11-05
42.45,35.31,-49.55,32.48,66849.076,2023-11-05
30.36,30.25,666.0,29.74,66849.109,2023-11-05
24.46,26.87,666.0,22.9,66849.139,2023-11-05
19.16,22.14,666.0,15.87,66849.177,2023-11-05
16.56,17.82,666.0,11.67,66849.214,2023-11-05
14.59,12.04,666.0,10.0,66849.239,2023-11-05
13.1,2.55,666.0,8.4,66849.276,2023-11-05
12.44,-10.82,666.0,7.28,66849.312,2023-11-05
14.06,-35.9,666.0,5.75,66849.338,2023-11-05
17.07,-50.48,666.0,10.71,66849.374,2023-11-05
18.73,-55.39,666.0,13.13,66849.408,2023-11-05
20.02,-58.04,666.0,10.73,66849.438,2023-11-05
21.04,-59.52,666.0,4.21,66849.471,2023-11-05
21.74,-60.27,666.0,5.09,66849.518,2023-11-05
22.05,-60.59,666.0,6.81,66849.539,2023-11-05
22.26,-60.79,666.0,7.35,66849.571,2023-11-05
22.38,-61.02,666.0,6.47,66849.607,2023-11-05
22.41,-61.19,666.0,12.47,66849.639,2023-11-05
22.3,-61.37,666.0,19.47,66849.673,2023-11-05
21.5,-61.36,666.0,21.72,66849.707,2023-11-05
19.0,-60.12,666.0,23.19,66849.743,2023-11-05
15.64,-55.9,666.0,21.52,66849.775,2023-11-05
12.22,-46.96,666.0,22.79,66849.817,2023-11-05
9.37,-31.66,666.0,23.15,66849.842,2023-11-05
7.54,4.48,666.0,19.83,66849.873,2023-11-05
8.65,31.74,666.0,21.27,66849.906,2023-11-05
12.77,55.74,666.0,20.27,66849.941,2023-11-05
19.78,68.14,666.0,16.52,66849.977,2023-11-05
28.25,73.64,666.0,13.53,66850.004,2023-11-05
35.3,76.24,666.0,14.83,66850.041,2023-11-05
40.98,76.86,666.0,19.13,66850.074,2023-11-05
52.71,76.83,666.0,12.57,66850.109,2023-11-05
64.47,74.65,666.0,9.95,66850.137,2023-11-05
75.68,75.02,666.0,6.57,66850.173,2023-11-05
30.25,101.22,20.92,63.18,66850.206,2023-11-05
28.91,107.12,22.25,65.4,66850.239,2023-11-05
19.41,125.19,20.5,80.58,66850.279,2023-11-05
17.11,123.82,19.41,82.11,66850.308,2023-11-05
17.02,112.88,18.73,79.32,66850.341,2023-11-05
17.83,106.79,19.36,77.9,66850.374,2023-11-05
21.67,96.37,19.74,72.88,66850.406,2023-11-05
24.58,91.25,20.31,69.96,66850.439,2023-11-05
127.5,70.2,666.0,13.05,66850.473,2023-11-05
133.54,68.31,666.0,14.87,66850.508,2023-11-05
143.97,65.85,666.0,13.32,66850.54,2023-11-05
147.5,65.0,666.0,13.44,66850.583,2023-11-05
153.07,63.9,666.0,16.05,66850.607,2023-11-05
156.26,62.64,666.0,16.34,66850.642,2023-11-05
159.64,62.19,666.0,19.08,66850.675,2023-11-05
162.12,62.17,666.0,21.9,66850.711,2023-11-05
163.91,62.4,666.0,23.14,66850.743,2023-11-05
165.2,62.57,666.0,28.22,66850.774,2023-11-05
168.2,52.64,666.0,22.63,66850.808,2023-11-05
169.87,43.84,666.0,20.94,66850.84,2023-11-05
170.99,37.13,666.0,19.82,66850.881,2023-11-05
171.68,30.98,666.0,19.05,66850.907,2023-11-05
172.48,32.02,666.0,18.68,66850.938,2023-11-05
174.75,24.18,666.0,16.99,66850.972,2023-11-05
175.34,21.41,666.0,16.63,66851.008,2023-11-05
176.39,31.17,666.0,14.57,66851.041,2023-11-05
176.12,32.28,666.0,12.91,66851.074,2023-11-05
170.69,51.63,666.0,18.74,66851.105,2023-11-05
166.73,54.36,666.0,18.41,66851.139,2023-11-05
163.78,59.01,666.0,18.72,66851.172,2023-11-05
162.58,60.94,666.0,16.53,66851.204,2023-11-05
161.21,63.74,666.0,14.62,66851.242,2023-11-05
158.54,67.7,666.0,11.91,66851.274,2023-11-05
153.54,71.93,666.0,11.75,66851.308,2023-11-05
149.88,73.8,666.0,8.88,66851.344,2023-11-05
142.13,76.23,666.0,11.17,66851.376,2023-11-05
134.04,77.27,666.0,12.19,66851.408,2023-11-05
127.57,77.31,666.0,10.41,66851.441,2023-11-05
119.41,76.5,666.0,10.01,66851.477,2023-11-05
111.41,74.78,666.0,10.1,66851.507,2023-11-05
107.77,74.22,666.0,5.48,66851.542,2023-11-05
106.74,73.43,666.0,9.55,66851.576,2023-11-05
109.36,72.09,666.0,14.81,66851.607,2023-11-05
109.87,71.31,666.0,15.77,66851.651,2023-11-05
85.58,72.13,666.0,20.66,66851.677,2023-11-05
56.65,72.83,11.24,56.73,66851.707,2023-11-05
45.84,72.66,26.31,62.25,66851.742,2023-11-05
52.2,59.15,666.0,18.38,66851.776,2023-11-05
44.81,55.38,666.0,13.19,66851.807,2023-11-05
41.2,50.83,666.0,10.76,66851.84,2023-11-05
36.98,45.02,666.0,13.25,66851.875,2023-11-05
27.52,33.42,666.0,17.78,66851.91,2023-11-05
21.95,21.72,666.0,16.14,66851.946,2023-11-05
17.76,3.15,666.0,16.17,66851.975,2023-11-05
15.38,-16.16,666.0,14.56,66852.009,2023-11-05
14.96,-26.78,666.0,9.68,66852.041,2023-11-05
15.34,-38.37,666.0,5.25,66852.075,2023-11-05
16.66,-49.99,666.0,4.37,66852.106,2023-11-05
19.38,-60.47,666.0,1.41,66852.142,2023-11-05
23.52,-69.81,666.0,6.25,66852.175,2023-11-05
25.79,-72.64,666.0,7.0,66852.208,2023-11-05
27.66,-74.31,666.0,3.92,66852.237,2023-11-05
28.65,-74.9,666.0,5.27,66852.272,2023-11-05
29.17,-74.88,666.0,9.27,66852.309,2023-11-05
29.21,-74.6,666.0,13.86,66852.341,2023-11-05
28.79,-73.92,666.0,17.73,66852.375,2023-11-05
27.54,-72.84,666.0,20.77,66852.409,2023-11-05
25.07,-71.04,666.0,23.53,66852.442,2023-11-05
20.15,-66.66,666.0,19.68,66852.475,2023-11-05
14.18,-57.13,666.0,16.24,66852.509,2023-11-05
8.56,-27.9,666.0,11.18,66852.542,2023-11-05
7.32,1.48,666.0,14.01,66852.571,2023-11-05
8.31,32.97,666.0,13.81,66852.61,2023-11-05
11.31,53.82,666.0,16.88,66852.638,2023-11-05
17.27,69.17,666.0,16.35,66852.673,2023-11-05
25.67,78.49,666.0,13.39,66852.712,2023-11-05
35.89,81.31,666.0,9.86,66852.741,2023-11-05
42.22,83.01,666.0,15.95,66852.775,2023-11-05
55.27,83.9,666.0,8.99,66852.808,2023-11-05
64.3,83.28,666.0,8.79,66852.841,2023-11-05
77.36,80.93,666.0,6.8,66852.873,2023-11-05
27.34,101.26,22.02,52.96,66852.907,2023-11-05
25.95,103.84,23.78,51.6,66852.942,2023-11-05
17.54,124.93,23.29,66.01,66852.974,2023-11-05
18.78,122.21,25.85,64.03,66853.014,2023-11-05
19.69,118.02,27.07,62.7,66853.038,2023-11-05
21.69,109.7,27.91,62.11,66853.074,2023-11-05
25.52,99.83,28.64,57.69,66853.108,2023-11-05
124.13,70.1,666.0,12.5,66853.142,2023-11-05
131.0,68.23,666.0,13.75,66853.173,2023-11-05
139.01,67.51,666.0,13.9,66853.206,2023-11-05
142.71,66.54,666.0,14.07,66853.242,2023-11-05
146.65,65.25,666.0,15.1,66853.272,2023-11-05
151.14,63.75,666.0,15.0,66853.308,2023-11-05
157.04,63.06,666.0,14.39,66853.339,2023-11-05
162.03,59.15,666.0,13.97,66853.374,2023-11-05
164.8,55.87,666.0,13.8,66853.409,2023-11-05
166.41,53.41,666.0,15.54,66853.441,2023-11-05
167.71,51.1,666.0,18.58,66853.478,2023-11-05
168.35,47.49,666.0,20.31,66853.507,2023-11-05
171.04,37.14,666.0,20.28,66853.541,2023-11-05
171.69,33.17,666.0,20.75,66853.572,2023-11-05
172.03,30.82,666.0,20.71,66853.607,2023-11-05
172.21,29.56,666.0,20.36,66853.638,2023-11-05
170.22,33.46,666.0,20.24,66853.676,2023-11-05
169.05,36.54,666.0,19.8,66853.705,2023-11-05
168.31,38.96,666.0,18.58,66853.738,2023-11-05
166.48,54.92,666.0,17.66,66853.781,2023-11-05
165.2,60.86,666.0,14.6,66853.805,2023-11-05
163.94,64.7,666.0,9.57,66853.84,2023-11-05
162.05,67.58,666.0,6.43,66853.872,2023-11-05
155.29,70.18,666.0,11.86,66853.908,2023-11-05
149.35,71.64,666.0,12.85,66853.939,2023-11-05
141.12,72.11,666.0,15.5,66853.974,2023-11-05
135.86,72.29,666.0,13.58,66854.006,2023-11-05
126.15,72.34,666.0,17.83,66854.04,2023-11-05
120.88,72.31,666.0,16.63,66854.087,2023-11-05
116.19,72.07,666.0,14.13,66854.107,2023-11-05
107.55,71.75,666.0,15.99,66854.143,2023-11-05
100.13,72.15,666.0,15.37,66854.179,2023-11-05
97.1,72.35,666.0,10.28,66854.206,2023-11-05
97.24,72.92,666.0,15.7,66854.243,2023-11-05
69.56,75.98,666.0,22.85,66854.274,2023-11-05
49.14,76.46,5.87,52.72,66854.306,2023-11-05
43.46,76.25,8.15,66.2,66854.341,2023-11-05
61.39,61.8,666.0,22.82,66854.376,2023-11-05
53.43,58.37,666.0,18.31,66854.407,2023-11-05
50.72,52.6,666.0,17.87,66854.439,2023-11-05
42.49,46.74,666.0,16.72,66854.476,2023-11-05
32.78,40.14,666.0,15.9,66854.512,2023-11-05
22.5,29.1,666.0,15.95,66854.542,2023-11-05
17.66,18.79,666.0,13.14,66854.58,2023-11-05
13.6,-2.87,666.0,12.58,66854.608,2023-11-05
12.64,-20.72,666.0,11.78,66854.641,2023-11-05
13.3,-36.81,666.0,5.93,66854.675,2023-11-05
16.63,-56.01,666.0,4.74,66854.708,2023-11-05
19.43,-64.28,666.0,4.04,66854.742,2023-11-05
22.57,-69.73,666.0,3.89,66854.773,2023-11-05
24.65,-72.73,666.0,4.85,66854.806,2023-11-05
25.6,-74.07,666.0,5.32,66854.849,2023-11-05
26.06,-74.64,666.0,3.21,66854.876,2023-11-05
26.22,-74.82,666.0,2.75,66854.907,2023-11-05
26.05,-74.59,666.0,2.94,66854.942,2023-11-05
25.36,-73.7,666.0,16.42,66854.976,2023-11-05
23.9,-71.9,666.0,13.09,66855.007,2023-11-05
20.94,-67.79,666.0,19.3,66855.042,2023-11-05
17.32,-61.89,666.0,21.82,66855.075,2023-11-05
12.22,-46.16,666.0,19.98,66855.107,2023-11-05
9.06,-21.14,666.0,18.44,66855.14,2023-11-05
8.34,4.85,666.0,20.9,66855.176,2023-11-05
9.68,33.46,666.0,22.06,66855.207,2023-11-05
12.95,51.93,666.0,22.36,66855.242,2023-11-05
19.16,65.94,666.0,19.95,66855.275,2023-11-05
28.41,72.42,666.0,14.89,66855.309,2023-11-05
35.8,75.76,666.0,17.18,66855.341,2023-11-05
39.02,79.79,11.0,30.84,66855.374,2023-11-05
54.6,80.36,666.0,18.7,66855.409,2023-11-05
69.78,79.13,666.0,2.64,66855.44,2023-11-05
69.43,81.03,666.0,5.25,66855.475,2023-11-05
32.21,105.13,26.22,43.85,66855.509,2023-11-05
28.46,112.88,29.22,43.57,66855.541,2023-11-05
20.41,126.54,24.54,56.44,66855.573,2023-11-05
19.21,124.55,23.98,55.12,66855.616,2023-11-05
17.2,132.44,24.21,61.13,66855.641,2023-11-05
17.72,125.3,25.2,59.3,66855.677,2023-11-05
18.79,116.13,25.8,56.05,66855.706,2023-11-05
20.96,105.96,26.64,50.35,66855.741,2023-11-05
133.47,71.92,666.0,9.41,66855.773,2023-11-05
139.54,68.71,666.0,11.48,66855.809,2023-11-05
145.8,65.66,666.0,13.26,66855.842,2023-11-05
148.97,64.36,666.0,13.31,66855.872,2023-11-05
154.02,57.48,666.0,13.12,66855.914,2023-11-05
158.96,57.32,666.0,14.1,66855.94,2023-11-05
160.87,57.17,666.0,15.99,66855.973,2023-11-05
164.21,57.97,666.0,17.8,66856.005,2023-11-05
165.54,58.91,666.0,19.21,66856.04,2023-11-05
166.61,59.77,666.0,21.24,66856.074,2023-11-05
169.71,52.4,666.0,19.32,66856.104,2023-11-05
170.93,50.71,666.0,20.87,66856.141,2023-11-05
171.73,49.35,666.0,20.8,66856.171,2023-11-05
172.29,48.2,666.0,20.2,66856.213,2023-11-05
172.66,47.67,666.0,19.92,66856.243,2023-11-05
172.87,47.62,666.0,19.58,66856.277,2023-11-05
172.91,48.18,666.0,17.34,66856.309,2023-11-05
172.64,56.69,666.0,15.18,66856.34,2023-11-05
171.27,61.98,666.0,12.28,66856.374,2023-11-05
169.98,63.87,666.0,9.9,66856.407,2023-11-05
167.76,66.6,666.0,10.67,66856.442,2023-11-05
165.66,67.34,666.0,7.39,66856.475,2023-11-05
159.53,67.19,666.0,11.29,66856.508,2023-11-05
154.51,67.86,666.0,11.25,66856.541,2023-11-05
147.02,68.93,666.0,14.44,66856.573,2023-11-05
140.41,70.13,666.0,14.51,66856.607,2023-11-05
133.68,71.04,666.0,14.51,66856.641,2023-11-05
125.67,70.92,666.0,16.26,66856.683,2023-11-05
115.3,70.85,666.0,22.19,66856.704,2023-11-05
107.68,70.12,666.0,21.31,66856.742,2023-11-05
100.65,69.39,666.0,23.12,66856.774,2023-11-05
98.65,68.79,666.0,17.4,66856.806,2023-11-05
99.16,68.5,666.0,10.61,66856.838,2023-11-05
99.3,68.33,666.0,11.59,66856.871,2023-11-05
102.74,67.28,666.0,15.18,66856.909,2023-11-05
103.65,66.23,666.0,14.9,66856.938,2023-11-05
93.37,68.67,666.0,9.91,66856.983,2023-11-05
73.87,63.17,666.0,10.08,66857.004,2023-11-05
60.69,56.23,666.0,19.01,66857.037,2023-11-05
48.22,51.03,666.0,20.31,66857.074,2023-11-05
40.73,47.67,666.0,18.56,66857.106,2023-11-05
