elev,shp,rie,elb,time,date,images
110.24,24.05,-58.09,8.6,66795.114,2023-11-05,11-05-2023-18-33-15-114.jpg
79.29,24.05,-58.09,7.14,66795.223,2023-11-05,11-05-2023-18-33-15-223.jpg
41.89,40.35,-45.87,3.28,66795.334,2023-11-05,11-05-2023-18-33-15-334.jpg
24.12,47.63,-45.62,6.13,66795.426,2023-11-05,11-05-2023-18-33-15-426.jpg
23.8,51.07,-44.26,8.65,66795.53,2023-11-05,11-05-2023-18-33-15-530.jpg
23.8,53.53,-41.89,8.63,66795.628,2023-11-05,11-05-2023-18-33-15-628.jpg
25.83,55.87,-38.81,8.26,66795.73,2023-11-05,11-05-2023-18-33-15-730.jpg
28.47,57.66,-36.09,8.1,66795.829,2023-11-05,11-05-2023-18-33-15-829.jpg
24.87,63.56,-28.08,5.33,66795.937,2023-11-05,11-05-2023-18-33-15-937.jpg
24.87,80.98,-5.68,5.88,66796.047,2023-11-05,11-05-2023-18-33-16-047.jpg
24.87,83.65,-3.76,4.64,66796.149,2023-11-05,11-05-2023-18-33-16-149.jpg
24.87,82.72,-6.12,1.83,66796.25,2023-11-05,11-05-2023-18-33-16-250.jpg
24.87,82.88,-6.98,0.03,66796.349,2023-11-05,11-05-2023-18-33-16-349.jpg
24.87,84.48,-5.72,0.8,66796.446,2023-11-05,11-05-2023-18-33-16-446.jpg
3.17,86.54,-2.94,0.78,66796.55,2023-11-05,11-05-2023-18-33-16-550.jpg
3.17,87.07,-2.09,1.42,66796.648,2023-11-05,11-05-2023-18-33-16-648.jpg
3.17,87.11,-1.83,1.85,66796.752,2023-11-05,11-05-2023-18-33-16-752.jpg
3.17,87.23,-1.31,2.64,66796.849,2023-11-05,11-05-2023-18-33-16-849.jpg
3.17,87.22,-1.19,2.89,66796.945,2023-11-05,11-05-2023-18-33-16-945.jpg
3.17,87.17,-1.14,3.09,66797.045,2023-11-05,11-05-2023-18-33-17-045.jpg
3.17,87.35,-0.6,3.77,66797.143,2023-11-05,11-05-2023-18-33-17-143.jpg
3.17,87.55,-0.05,4.47,66797.245,2023-11-05,11-05-2023-18-33-17-245.jpg
3.17,87.35,-0.06,5.05,66797.352,2023-11-05,11-05-2023-18-33-17-352.jpg
3.17,87.07,-0.13,5.24,66797.464,2023-11-05,11-05-2023-18-33-17-464.jpg
3.17,86.88,-0.11,5.61,66797.563,2023-11-05,11-05-2023-18-33-17-563.jpg
3.17,86.63,-0.24,5.83,66797.667,2023-11-05,11-05-2023-18-33-17-667.jpg
3.17,86.44,-0.45,5.79,66797.76,2023-11-05,11-05-2023-18-33-17-760.jpg
3.17,86.26,-0.76,5.52,66797.862,2023-11-05,11-05-2023-18-33-17-862.jpg
3.17,86.19,-0.91,5.36,66797.986,2023-11-05,11-05-2023-18-33-17-986.jpg
