elev,shp,time,elb,rie
83.46,-14.5,18:32:08:513,12.37,666.0
83.53,-13.54,18:32:08:647,14.64,666.0
82.8,-8.6,18:32:08:775,18.35,666.0
81.58,-0.57,18:32:08:897,19.74,666.0
80.32,13.03,18:32:09:018,15.3,666.0
81.14,20.37,18:32:09:139,15.43,666.0
81.96,28.61,18:32:09:257,15.49,666.0
83.62,35.43,18:32:09:382,13.92,666.0
86.09,43.58,18:32:09:512,9.98,666.0
86.95,52.23,18:32:09:636,8.8,666.0
85.56,58.25,18:32:09:767,11.51,666.0
87.49,67.91,18:32:09:909,5.91,666.0
87.02,69.35,18:32:10:026,10.83,666.0
72.74,67.02,18:32:10:154,34.98,18.33
74.02,65.67,18:32:10:276,34.2,23.3
72.09,71.01,18:32:10:411,35.13,28.8
74.09,60.92,18:32:10:546,43.03,46.19
75.24,61.22,18:32:10:674,39.52,47.65
75.62,59.64,18:32:10:804,34.19,49.1
72.41,58.34,18:32:10:927,38.3,15.95
86.33,55.03,18:32:11:058,18.25,666.0
88.85,46.07,18:32:11:189,19.04,666.0
89.66,46.68,18:32:11:328,9.02,666.0
88.38,35.82,18:32:11:466,14.14,666.0
87.22,26.21,18:32:11:609,17.29,666.0
87.57,18.41,18:32:11:735,17.86,666.0
87.56,13.23,18:32:11:858,14.57,666.0
88.61,2.75,18:32:11:976,18.2,666.0
89.06,-0.12,18:32:12:102,14.68,666.0
88.87,-4.26,18:32:12:228,13.57,666.0
90.07,-9.74,18:32:12:362,13.28,666.0
90.5,-14.64,18:32:12:488,12.36,666.0
90.13,-16.84,18:32:12:613,11.91,666.0
89.67,-18.91,18:32:12:748,11.7,666.0
89.78,-19.12,18:32:12:875,12.18,666.0
89.1,-18.7,18:32:12:994,13.85,666.0
87.75,-15.37,18:32:13:121,15.75,666.0
86.45,-9.21,18:32:13:254,15.85,666.0
84.52,-1.17,18:32:13:377,20.89,666.0
81.8,14.9,18:32:13:503,18.99,666.0
83.43,25.16,18:32:13:662,20.11,666.0
84.12,40.53,18:32:13:796,16.46,666.0
83.6,52.13,18:32:13:929,25.51,666.0
85.15,58.44,18:32:14:062,19.13,666.0
84.3,64.19,18:32:14:195,17.34,666.0
85.77,72.64,18:32:14:327,12.12,666.0
65.12,71.57,18:32:14:459,43.74,31.12
52.17,61.29,18:32:14:591,60.12,21.51
66.87,67.68,18:32:14:717,37.95,35.45
66.86,67.5,18:32:14:851,36.74,31.07
65.55,67.21,18:32:14:972,42.61,25.11
70.55,63.79,18:32:15:090,39.54,38.18
101.94,59.79,18:32:15:218,27.64,666.0
86.93,58.92,18:32:15:349,10.43,666.0
90.76,52.59,18:32:15:485,7.92,666.0
88.5,45.24,18:32:15:615,8.89,666.0
84.64,27.91,18:32:15:742,22.53,666.0
84.93,25.92,18:32:15:876,14.27,666.0
84.7,14.09,18:32:16:001,16.78,666.0
85.56,5.62,18:32:16:134,15.1,666.0
87.21,-2.92,18:32:16:264,11.74,666.0
88.16,-10.79,18:32:16:389,12.01,666.0
87.71,-14.88,18:32:16:521,11.03,666.0
87.35,-17.57,18:32:16:645,9.42,666.0
87.86,-19.15,18:32:16:784,11.29,666.0
86.25,-19.65,18:32:16:905,12.57,666.0
85.3,-18.68,18:32:17:028,14.92,666.0
85.55,-15.34,18:32:17:167,18.29,666.0
86.56,-8.7,18:32:17:297,18.95,666.0
86.34,2.24,18:32:17:420,19.17,666.0
85.25,15.98,18:32:17:556,16.93,666.0
84.83,21.45,18:32:17:678,22.0,666.0
85.29,32.03,18:32:17:801,21.81,666.0
87.85,44.61,18:32:17:927,14.46,666.0
85.39,52.75,18:32:18:060,22.38,666.0
86.08,57.56,18:32:18:202,26.88,666.0
85.71,64.66,18:32:18:326,17.34,666.0
85.89,66.88,18:32:18:459,20.26,666.0
