elev,shp,time,elb,rie
84.51,-6.86,15:05:18:917,10.4,666.0
84.47,-6.94,15:05:19:039,9.11,666.0
84.54,-6.52,15:05:19:168,11.89,666.0
84.34,-4.21,15:05:19:298,15.1,666.0
84.15,0.15,15:05:19:422,14.69,666.0
83.68,7.22,15:05:19:548,14.94,666.0
83.81,16.02,15:05:19:683,14.17,666.0
84.23,25.58,15:05:19:811,13.42,666.0
84.78,36.73,15:05:19:934,9.02,666.0
86.11,40.79,15:05:20:048,10.2,666.0
85.17,42.55,15:05:20:170,18.55,666.0
88.69,55.33,15:05:20:310,7.65,666.0
88.71,60.1,15:05:20:427,11.18,666.0
85.28,64.64,15:05:20:552,15.58,666.0
85.27,67.05,15:05:20:692,16.45,666.0
82.6,69.65,15:05:20:820,19.71,666.0
65.08,68.63,15:05:20:955,47.65,12.48
63.97,65.53,15:05:21:086,51.84,16.86
85.64,70.81,15:05:21:218,20.72,666.0
86.94,71.23,15:05:21:346,20.72,666.0
86.79,69.64,15:05:21:476,25.56,666.0
86.52,70.59,15:05:21:599,21.47,666.0
88.49,71.86,15:05:21:718,13.88,666.0
82.69,62.88,15:05:21:849,23.35,666.0
84.22,62.4,15:05:21:970,17.84,666.0
86.43,55.76,15:05:22:104,14.92,666.0
87.65,55.77,15:05:22:231,8.64,666.0
87.16,48.5,15:05:22:351,10.01,666.0
89.09,42.97,15:05:22:475,6.84,666.0
87.17,34.58,15:05:22:616,8.97,666.0
86.25,25.37,15:05:22:737,14.25,666.0
86.69,20.88,15:05:22:854,13.67,666.0
86.76,13.98,15:05:22:972,14.23,666.0
86.57,7.91,15:05:23:102,14.52,666.0
85.96,1.2,15:05:23:238,17.14,666.0
86.42,-3.88,15:05:23:365,14.59,666.0
86.82,-6.65,15:05:23:491,11.49,666.0
87.53,-11.07,15:05:23:611,9.72,666.0
87.39,-14.38,15:05:23:728,10.52,666.0
87.52,-15.99,15:05:23:857,9.99,666.0
87.81,-16.5,15:05:23:985,10.56,666.0
87.49,-13.67,15:05:24:113,10.13,666.0
86.11,-8.96,15:05:24:233,14.23,666.0
85.88,-1.18,15:05:24:369,18.99,666.0
86.11,8.52,15:05:24:496,15.18,666.0
86.79,16.87,15:05:24:626,13.67,666.0
86.36,28.33,15:05:24:747,11.42,666.0
