elev,shp,time,elb,rie
155.38,38.18,18:29:11:403,21.8,666.0
155.28,32.29,18:29:11:531,22.33,666.0
154.41,32.68,18:29:11:656,21.82,666.0
152.39,37.31,18:29:11:789,21.46,666.0
143.45,53.44,18:29:11:927,17.58,666.0
134.53,59.18,18:29:12:053,16.72,666.0
117.88,64.82,18:29:12:178,19.38,666.0
96.9,68.3,18:29:12:312,18.46,666.0
82.57,62.12,18:29:12:440,20.13,666.0
71.05,60.94,18:29:12:560,19.55,666.0
40.81,56.08,18:29:12:694,41.79,11.31
40.94,58.68,18:29:12:818,29.17,666.0
29.27,52.02,18:29:12:949,29.98,666.0
20.08,38.26,18:29:13:086,31.01,13.48
17.66,23.13,18:29:13:217,27.31,666.0
12.23,-4.33,18:29:13:349,31.65,5.66
10.48,-17.4,18:29:13:478,31.43,1.1
10.66,-26.62,18:29:13:604,31.19,-2.17
10.71,-26.27,18:29:13:733,29.53,666.0
10.93,-29.05,18:29:13:871,30.8,-2.6
9.55,-26.19,18:29:13:999,31.62,-2.1
8.28,-6.71,18:29:14:126,36.36,0.61
14.78,42.86,18:29:14:257,34.4,7.94
30.31,60.36,18:29:14:397,32.78,17.5
47.27,69.0,18:29:14:527,29.23,666.0
59.89,67.3,18:29:14:674,32.65,33.2
66.31,65.53,18:29:14:812,36.18,30.95
82.05,65.14,18:29:14:942,24.04,666.0
47.58,-49.62,18:29:15:061,140.38,-45.06
58.33,-55.67,18:29:15:192,148.34,-72.14
91.12,-61.67,18:29:15:326,140.05,-134.5
125.22,62.43,18:29:15:455,18.49,666.0
133.59,55.13,18:29:15:591,24.24,666.0
140.43,49.26,18:29:15:731,21.63,666.0
146.19,41.68,18:29:15:868,18.33,666.0
148.68,33.95,18:29:16:008,18.8,666.0
149.85,28.91,18:29:16:129,18.77,666.0
150.88,27.56,18:29:16:270,18.59,666.0
150.64,29.01,18:29:16:401,18.19,666.0
147.66,36.02,18:29:16:531,19.34,666.0
139.07,47.39,18:29:16:661,19.47,666.0
133.09,54.61,18:29:16:794,20.32,666.0
122.24,61.97,18:29:16:922,21.79,666.0
107.25,64.56,18:29:17:060,20.27,666.0
91.15,61.41,18:29:17:186,31.49,53.4
79.85,67.77,18:29:17:313,23.43,666.0
70.77,70.63,18:29:17:433,23.63,666.0
66.36,70.16,18:29:17:559,16.12,666.0
44.05,65.82,18:29:17:693,28.12,666.0
32.66,59.1,18:29:17:837,35.27,23.66
20.71,55.01,18:29:17:972,35.91,14.49
17.1,48.93,18:29:18:093,28.02,666.0
13.33,29.67,18:29:18:222,27.03,666.0
11.45,14.29,18:29:18:366,25.23,666.0
9.74,-23.42,18:29:18:498,30.58,-2.52
10.39,-29.35,18:29:18:635,28.48,666.0
11.24,-27.14,18:29:18:769,28.29,666.0
11.55,-24.04,18:29:18:897,27.91,666.0
11.42,-21.51,18:29:19:026,27.86,666.0
11.05,-17.04,18:29:19:154,29.26,666.0
11.98,27.2,18:29:19:291,31.84,8.07
16.88,53.64,18:29:19:410,35.25,6.74
35.76,67.08,18:29:19:550,26.96,666.0
52.61,69.85,18:29:19:676,34.45,19.1
64.38,69.83,18:29:19:815,30.21,15.57
73.18,69.03,18:29:19:934,28.38,666.0
43.69,-51.08,18:29:20:068,134.89,-39.35
52.84,-56.21,18:29:20:200,144.63,-59.69
110.44,66.23,18:29:20:326,18.37,666.0
120.32,66.71,18:29:20:448,12.99,666.0
125.47,65.44,18:29:20:592,17.51,666.0
133.89,64.75,18:29:20:718,16.24,666.0
138.96,64.2,18:29:20:843,14.37,666.0
145.06,59.77,18:29:20:966,15.12,666.0
148.78,54.01,18:29:21:099,19.15,666.0
150.44,48.9,18:29:21:217,16.05,666.0
150.46,45.91,18:29:21:354,16.67,666.0
149.78,45.29,18:29:21:497,16.71,666.0
145.02,50.6,18:29:21:649,17.06,666.0
138.91,57.48,18:29:21:778,16.61,666.0
128.18,64.8,18:29:21:900,16.13,666.0
116.3,70.09,18:29:22:021,15.67,666.0
101.42,69.17,18:29:22:141,23.32,666.0
85.38,67.5,18:29:22:264,30.33,31.27
94.75,71.91,18:29:22:394,13.69,666.0
91.72,69.86,18:29:22:528,21.68,666.0
52.17,68.09,18:29:22:664,30.31,4.1
39.32,69.15,18:29:22:798,32.87,-2.89
32.57,68.69,18:29:22:924,26.24,666.0
23.59,62.38,18:29:23:059,24.45,666.0
12.21,41.43,18:29:23:192,34.44,-0.69
9.95,21.8,18:29:23:313,32.74,-0.2
9.9,-9.05,18:29:23:444,30.52,0.16
10.76,-25.13,18:29:23:585,30.17,0.18
11.21,-30.59,18:29:23:716,30.54,0.97
10.78,-33.66,18:29:23:843,31.2,0.24
10.71,-34.15,18:29:23:973,31.09,0.92
10.6,-28.62,18:29:24:099,32.54,1.41
11.22,-4.37,18:29:24:225,34.02,4.02
13.34,20.27,18:29:24:364,33.72,8.42
17.58,28.67,18:29:24:501,36.54,14.66
25.66,51.2,18:29:24:638,40.06,13.72
46.86,65.56,18:29:24:770,26.28,666.0
53.27,66.32,18:29:24:888,39.54,17.03
61.06,69.73,18:29:25:008,31.97,10.9
