elev,shp,time,elb,rie
114.7,2.63,19:10:46:643,16.09,666.0
104.35,2.05,19:10:46:773,13.14,666.0
87.05,1.94,19:10:46:900,16.34,666.0
77.3,-0.04,19:10:47:025,15.58,666.0
64.54,-2.73,19:10:47:167,12.2,666.0
51.7,-2.14,19:10:47:298,16.68,666.0
40.73,-3.09,19:10:47:438,15.28,666.0
32.65,-4.11,19:10:47:573,16.36,666.0
26.7,-7.04,19:10:47:706,14.56,666.0
21.31,-9.85,19:10:47:835,16.83,666.0
16.96,-15.84,19:10:47:978,18.31,666.0
13.16,-15.75,19:10:48:120,17.15,666.0
11.82,-14.47,19:10:48:250,17.57,666.0
12.12,-15.86,19:10:48:374,17.73,666.0
14.31,-18.35,19:10:48:502,21.63,666.0
18.8,-17.04,19:10:48:627,21.44,666.0
27.26,-11.85,19:10:48:771,21.75,666.0
42.4,-6.54,19:10:48:904,17.97,666.0
50.91,-5.42,19:10:49:027,21.32,666.0
64.49,-2.87,19:10:49:153,17.28,666.0
75.65,-0.95,19:10:49:284,17.55,666.0
88.85,0.37,19:10:49:416,16.4,666.0
101.22,3.35,19:10:49:547,15.2,666.0
112.85,5.02,19:10:49:682,14.73,666.0
123.06,6.38,19:10:49:808,13.43,666.0
131.27,9.31,19:10:49:932,13.65,666.0
134.8,10.33,19:10:50:061,16.37,666.0
139.16,12.24,19:10:50:190,18.17,666.0
143.55,15.09,19:10:50:318,18.94,666.0
148.22,18.55,19:10:50:445,20.63,666.0
151.12,24.53,19:10:50:588,21.89,666.0
153.84,34.23,19:10:50:724,20.99,666.0
159.16,42.55,19:10:50:855,16.12,666.0
158.68,36.84,19:10:50:976,15.27,666.0
152.6,16.41,19:10:51:110,12.75,666.0
137.92,11.47,19:10:51:235,14.76,666.0
119.99,7.76,19:10:51:368,12.74,666.0
106.42,3.57,19:10:51:501,6.32,666.0
89.34,0.8,19:10:51:626,12.79,666.0
76.11,0.16,19:10:51:753,11.28,666.0
63.23,-1.7,19:10:51:886,13.18,666.0
51.35,-3.55,19:10:52:016,16.32,666.0
40.99,-6.76,19:10:52:151,16.21,666.0
31.84,-9.93,19:10:52:283,12.23,666.0
22.91,-12.77,19:10:52:421,13.31,666.0
17.79,-17.36,19:10:52:549,13.65,666.0
13.58,-23.23,19:10:52:671,17.9,666.0
11.43,-22.35,19:10:52:806,18.67,666.0
11.71,-22.01,19:10:52:925,18.47,666.0
12.35,-21.77,19:10:53:056,18.79,666.0
17.22,-20.07,19:10:53:184,17.78,666.0
24.56,-17.82,19:10:53:328,20.5,666.0
34.92,-12.44,19:10:53:470,18.06,666.0
47.42,-7.64,19:10:53:614,20.77,666.0
57.75,-5.31,19:10:53:746,17.89,666.0
68.37,-5.03,19:10:53:913,16.46,666.0
81.22,-1.73,19:10:54:056,19.46,666.0
95.0,3.35,19:10:54:194,14.75,666.0
108.85,5.13,19:10:54:332,11.2,666.0
117.05,5.76,19:10:54:495,15.04,666.0
126.58,5.03,19:10:54:638,17.16,666.0
133.73,4.86,19:10:54:813,15.51,666.0
139.56,7.36,19:10:54:953,17.94,666.0
145.43,8.02,19:10:55:100,17.37,666.0
149.61,10.26,19:10:55:240,22.3,666.0
152.41,14.68,19:10:55:373,19.91,666.0
151.4,14.31,19:10:55:513,19.16,666.0
145.8,11.15,19:10:55:661,15.42,666.0
135.8,6.41,19:10:55:802,13.92,666.0
115.35,3.85,19:10:55:946,14.6,666.0
97.7,-0.07,19:10:56:100,14.67,666.0
74.93,-5.61,19:10:56:246,11.64,666.0
58.78,-9.58,19:10:56:403,14.83,666.0
45.06,-11.48,19:10:56:571,11.96,666.0
31.92,-13.03,19:10:56:711,14.24,666.0
23.77,-19.1,19:10:56:851,10.89,666.0
18.75,-24.77,19:10:56:989,15.48,666.0
15.4,-24.85,19:10:57:121,16.66,666.0
13.54,-25.14,19:10:57:244,16.32,666.0
13.23,-25.1,19:10:57:378,17.04,666.0
15.05,-25.93,19:10:57:539,18.51,666.0
20.99,-20.84,19:10:57:667,22.36,666.0
27.51,-18.11,19:10:57:789,22.65,666.0
35.2,-14.39,19:10:57:921,17.69,666.0
37.13,-14.53,19:10:58:056,16.05,666.0
35.03,-14.74,19:10:58:172,13.9,666.0
31.11,-14.95,19:10:58:309,12.1,666.0
27.54,-15.33,19:10:58:445,10.03,666.0
24.22,-15.52,19:10:58:586,14.39,666.0
22.21,-15.38,19:10:58:713,16.01,666.0
21.15,-15.56,19:10:58:835,16.15,666.0
20.4,-16.44,19:10:58:961,16.73,666.0
19.85,-16.65,19:10:59:103,17.17,666.0
19.65,-16.56,19:10:59:238,17.26,666.0
19.4,-16.34,19:10:59:374,17.54,666.0
19.17,-16.04,19:10:59:501,17.78,666.0
19.04,-15.75,19:10:59:637,17.95,666.0
18.96,-15.81,19:10:59:783,17.99,666.0
18.91,-15.96,19:10:59:918,18.08,666.0
18.97,-15.97,19:11:00:040,18.01,666.0
19.05,-15.84,19:11:00:174,17.96,666.0
18.96,-15.44,19:11:00:307,18.11,666.0
19.12,-16.24,19:11:00:447,17.97,666.0
19.31,-16.45,19:11:00:573,17.75,666.0
19.42,-16.66,19:11:00:707,17.58,666.0
19.43,-17.15,19:11:00:843,17.68,666.0
19.47,-17.01,19:11:00:975,17.69,666.0
19.46,-16.91,19:11:01:112,17.69,666.0
19.42,-16.69,19:11:01:263,17.72,666.0
19.38,-16.27,19:11:01:393,17.73,666.0
19.52,-16.21,19:11:01:524,17.67,666.0
19.48,-15.93,19:11:01:650,17.64,666.0
19.46,-15.73,19:11:01:771,17.73,666.0
19.4,-15.79,19:11:01:908,17.97,666.0
19.43,-16.21,19:11:02:045,17.94,666.0
19.45,-15.72,19:11:02:172,17.71,666.0
19.42,-15.96,19:11:02:292,17.76,666.0
19.43,-15.29,19:11:02:414,17.53,666.0
19.4,-15.01,19:11:02:552,17.46,666.0
