elev,shp,time,elb,rie
40.57,-9.1,17:26:32:932,18.21,666.0
45.88,-6.72,17:26:33:062,20.44,666.0
51.86,-4.82,17:26:33:200,19.06,666.0
57.92,-2.58,17:26:33:347,18.52,666.0
61.96,-1.69,17:26:33:480,17.08,666.0
65.04,-1.68,17:26:33:617,16.81,666.0
67.91,-2.02,17:26:33:750,18.51,666.0
70.89,-2.19,17:26:33:888,18.21,666.0
74.55,-2.21,17:26:34:013,18.23,666.0
77.07,-2.14,17:26:34:150,19.44,666.0
79.76,-2.28,17:26:34:295,21.64,666.0
82.84,-2.02,17:26:34:438,21.93,666.0
86.13,-2.71,17:26:34:570,21.88,666.0
89.93,-3.39,17:26:34:699,21.45,666.0
92.33,-3.45,17:26:34:834,20.99,666.0
94.19,-4.58,17:26:34:961,21.26,666.0
98.08,-4.53,17:26:35:093,18.49,666.0
99.55,-4.93,17:26:35:234,19.99,666.0
101.34,-4.76,17:26:35:361,18.75,666.0
101.29,-4.59,17:26:35:500,18.93,666.0
100.23,-4.51,17:26:35:650,19.79,666.0
99.56,-4.81,17:26:35:776,19.67,666.0
98.28,-4.57,17:26:35:908,18.14,666.0
94.01,-3.94,17:26:36:045,18.33,666.0
88.9,-4.0,17:26:36:180,16.45,666.0
83.27,-3.54,17:26:36:321,20.42,666.0
77.08,-4.08,17:26:36:444,20.68,666.0
71.83,-4.64,17:26:36:577,19.16,666.0
65.65,-6.68,17:26:36:716,20.75,666.0
59.66,-8.34,17:26:36:848,22.11,666.0
55.3,-9.84,17:26:36:975,22.26,666.0
51.27,-11.6,17:26:37:113,20.62,666.0
47.18,-13.99,17:26:37:250,17.87,666.0
42.44,-17.18,17:26:37:377,17.24,666.0
37.35,-19.36,17:26:37:511,18.46,666.0
31.42,-22.87,17:26:37:653,16.22,666.0
25.13,-27.64,17:26:37:783,17.1,666.0
22.93,-31.06,17:26:37:919,17.59,666.0
22.61,-29.77,17:26:38:045,17.73,666.0
22.44,-28.91,17:26:38:168,18.33,666.0
22.0,-27.43,17:26:38:308,18.86,666.0
23.32,-25.23,17:26:38:436,18.03,666.0
27.79,-21.0,17:26:38:566,20.33,666.0
35.88,-16.1,17:26:38:721,18.51,666.0
43.95,-12.15,17:26:38:848,19.89,666.0
49.35,-8.59,17:26:38:979,21.88,666.0
55.37,-7.04,17:26:39:109,20.76,666.0
59.28,-6.45,17:26:39:238,19.3,666.0
63.55,-5.32,17:26:39:367,17.57,666.0
66.5,-4.67,17:26:39:495,17.24,666.0
69.31,-3.76,17:26:39:630,16.92,666.0
71.72,-3.02,17:26:39:751,16.61,666.0
74.2,-2.8,17:26:39:888,16.89,666.0
75.58,-3.23,17:26:40:023,19.74,666.0
77.4,-2.98,17:26:40:164,22.25,666.0
80.15,-3.13,17:26:40:302,20.5,666.0
81.85,-3.56,17:26:40:440,21.59,666.0
84.81,-3.84,17:26:40:577,20.04,666.0
87.01,-4.58,17:26:40:722,21.31,666.0
89.56,-5.1,17:26:40:874,20.84,666.0
91.86,-5.8,17:26:41:011,20.74,666.0
92.09,-6.26,17:26:41:150,20.81,666.0
92.22,-6.54,17:26:41:277,20.49,666.0
92.28,-6.63,17:26:41:420,20.3,666.0
92.24,-6.48,17:26:41:543,19.98,666.0
91.37,-6.29,17:26:41:676,18.62,666.0
87.87,-6.23,17:26:41:812,19.03,666.0
80.96,-6.08,17:26:41:958,19.45,666.0
74.81,-6.54,17:26:42:096,17.44,666.0
70.36,-6.61,17:26:42:227,16.23,666.0
64.69,-7.51,17:26:42:360,16.98,666.0
58.63,-9.22,17:26:42:502,20.77,666.0
53.56,-11.01,17:26:42:635,18.18,666.0
47.25,-12.67,17:26:42:782,19.62,666.0
42.58,-13.7,17:26:42:926,17.72,666.0
36.95,-15.98,17:26:43:061,18.21,666.0
32.78,-18.99,17:26:43:188,18.24,666.0
28.7,-23.39,17:26:43:316,19.26,666.0
23.66,-25.19,17:26:43:443,18.21,666.0
20.03,-27.62,17:26:43:587,21.01,666.0
19.3,-28.05,17:26:43:732,20.5,666.0
20.27,-28.3,17:26:43:873,21.25,666.0
20.33,-27.58,17:26:44:020,21.52,666.0
20.05,-26.09,17:26:44:157,21.18,666.0
19.89,-25.35,17:26:44:284,21.08,666.0
20.01,-24.67,17:26:44:417,20.69,666.0
22.1,-22.87,17:26:44:553,19.18,666.0
26.67,-19.66,17:26:44:705,19.08,666.0
33.22,-15.25,17:26:44:866,21.2,666.0
43.36,-9.76,17:26:45:029,16.52,666.0
50.14,-7.86,17:26:45:175,19.31,666.0
58.37,-5.26,17:26:45:318,18.78,666.0
64.47,-4.74,17:26:45:469,16.34,666.0
69.6,-3.69,17:26:45:621,16.13,666.0
74.06,-2.51,17:26:45:783,15.58,666.0
76.36,-2.47,17:26:45:935,17.63,666.0
79.35,-2.28,17:26:46:091,19.31,666.0
81.85,-2.05,17:26:46:238,20.21,666.0
85.55,-2.81,17:26:46:379,19.05,666.0
88.31,-3.08,17:26:46:554,19.66,666.0
90.61,-3.42,17:26:46:704,19.82,666.0
94.85,-3.24,17:26:46:858,17.36,666.0
94.96,-3.32,17:26:47:022,18.6,666.0
95.29,-3.53,17:26:47:199,18.51,666.0
95.38,-4.08,17:26:47:369,20.55,666.0
98.03,-4.52,17:26:47:529,19.29,666.0
98.98,-5.16,17:26:47:681,18.91,666.0
98.2,-5.09,17:26:47:814,19.04,666.0
96.69,-5.71,17:26:47:957,17.63,666.0
91.07,-5.8,17:26:48:089,18.72,666.0
84.18,-5.64,17:26:48:216,19.3,666.0
77.88,-5.45,17:26:48:348,14.56,666.0
72.71,-6.25,17:26:48:484,16.87,666.0
67.55,-7.16,17:26:48:610,18.86,666.0
62.93,-7.97,17:26:48:743,17.93,666.0
56.99,-9.06,17:26:48:879,20.53,666.0
52.26,-9.93,17:26:49:024,19.8,666.0
49.25,-9.46,17:26:49:156,15.76,666.0
45.83,-8.64,17:26:49:280,14.66,666.0
42.34,-8.74,17:26:49:414,14.02,666.0
38.27,-10.45,17:26:49:547,14.31,666.0
33.72,-11.74,17:26:49:686,13.89,666.0
30.57,-12.36,17:26:49:809,16.14,666.0
28.23,-13.86,17:26:49:940,13.21,666.0
24.16,-17.13,17:26:50:087,15.27,666.0
21.81,-18.08,17:26:50:230,16.04,666.0
20.21,-19.38,17:26:50:387,18.03,666.0
19.98,-19.23,17:26:50:525,18.05,666.0
20.29,-19.23,17:26:50:652,17.51,666.0
20.67,-18.38,17:26:50:799,16.82,666.0
21.13,-16.1,17:26:50:931,15.77,666.0
21.63,-16.58,17:26:51:062,15.49,666.0
22.77,-16.13,17:26:51:191,16.01,666.0
26.34,-13.35,17:26:51:322,20.63,666.0
31.67,-9.37,17:26:51:452,16.83,666.0
36.66,-7.55,17:26:51:583,16.03,666.0
42.37,-6.09,17:26:51:721,16.48,666.0
47.78,-5.37,17:26:51:847,17.32,666.0
52.62,-4.18,17:26:51:980,17.15,666.0
56.94,-2.9,17:26:52:115,16.47,666.0
61.2,-1.86,17:26:52:253,15.09,666.0
65.03,-1.42,17:26:52:385,13.23,666.0
68.46,-0.79,17:26:52:512,13.06,666.0
70.48,-0.85,17:26:52:636,14.23,666.0
73.87,-0.24,17:26:52:777,14.93,666.0
75.82,0.16,17:26:52:909,16.43,666.0
