elev,shp,time,elb,rie
65.42,-3.43,12:57:25:405,15.26,666.0
70.21,-3.18,12:57:25:549,14.04,666.0
75.51,-3.95,12:57:25:714,13.55,666.0
83.31,-3.68,12:57:25:843,8.9,666.0
87.14,-4.98,12:57:25:972,15.01,666.0
90.19,-5.43,12:57:26:102,15.87,666.0
94.95,-6.7,12:57:26:249,17.29,666.0
100.08,-7.17,12:57:26:381,18.29,666.0
105.47,-7.23,12:57:26:513,12.65,666.0
110.14,-7.2,12:57:26:657,14.09,666.0
115.69,-9.43,12:57:26:786,11.38,666.0
117.72,-9.88,12:57:26:923,15.94,666.0
125.16,-7.83,12:57:27:069,14.38,666.0
129.28,-6.32,12:57:27:202,16.92,666.0
132.15,-4.76,12:57:27:337,17.22,666.0
134.22,-2.92,12:57:27:476,18.01,666.0
136.58,-1.67,12:57:27:612,19.8,666.0
141.73,1.3,12:57:27:740,15.8,666.0
143.72,3.0,12:57:27:874,16.3,666.0
146.62,5.48,12:57:28:001,17.82,666.0
149.51,9.03,12:57:28:137,19.16,666.0
152.52,12.43,12:57:28:275,19.76,666.0
155.65,18.16,12:57:28:404,16.82,666.0
158.3,23.36,12:57:28:533,14.49,666.0
157.52,22.71,12:57:28:664,15.84,666.0
156.47,20.27,12:57:28:794,16.75,666.0
155.37,16.52,12:57:28:941,16.19,666.0
153.56,9.74,12:57:29:087,14.24,666.0
149.55,3.92,12:57:29:215,10.95,666.0
143.77,1.2,12:57:29:344,8.88,666.0
138.81,-0.79,12:57:29:479,10.27,666.0
134.13,-2.59,12:57:29:603,11.16,666.0
129.66,-4.4,12:57:29:741,10.47,666.0
121.38,-6.5,12:57:29:879,10.4,666.0
113.43,-8.28,12:57:30:007,10.75,666.0
108.68,-8.06,12:57:30:135,6.95,666.0
104.95,-8.8,12:57:30:268,7.49,666.0
98.48,-9.55,12:57:30:408,11.26,666.0
90.37,-10.3,12:57:30:532,11.6,666.0
82.39,-10.01,12:57:30:662,14.36,666.0
